종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지
069500,1,KODEX 200,43130,2,355,0.83,43214.0,39.9522,8521906,366352,62625,국내 시장지수,KODEX,False,False,False
102110,1,TIGER 200,42970,2,360,0.84,43038.0,39.971,1650818,70651,31347,국내 시장지수,TIGER,False,False,False
252670,3,KODEX 200선물인버스2X,2055,5,-35,-1.67,2051.0,-51.2821,642008913,1329284,20227,국내 파생,KODEX,True,False,False
122630,3,KODEX 레버리지,27825,2,475,1.74,28022.0,92.0646,46157932,1275107,19088,국내 파생,KODEX,False,True,False
102780,2,KODEX 삼성그룹,10530,2,70,0.67,10545.0,37.6315,612363,6415,18522,국내 업종/테마,KODEX,False,False,False
278530,1,KODEX 200TR,13900,2,125,0.91,13910.0,40.1322,358712,4968,17577,국내 시장지수,KODEX,False,False,False
153130,6,KODEX 단기채권,102690,2,10,0.01,102685.0,0.1316,15291,1570,17437,채권,KODEX,False,False,False
278540,1,KODEX MSCI Korea TR,13900,2,85,0.62,13948.0,40.8975,276979,3854,17278,국내 시장지수,KODEX,False,False,False
310970,1,TIGER MSCI Korea TR,17525,2,150,0.86,17518.0,41.3176,207514,3620,16491,국내 시장지수,TIGER,False,False,False
273130,6,KODEX 종합채권(AA-이상)액티브,109870,2,15,0.01,109830.0,-0.4576,6949,763,14997,채권,KODEX,False,False,False
148020,1,KBSTAR 200,43265,2,400,0.93,43308.0,40.1412,654373,28209,13153,국내 시장지수,KBSTAR,False,False,False
114800,3,KODEX 인버스,3865,5,-35,-0.9,3868.0,-29.6664,104465568,405762,12252,국내 파생,KODEX,True,False,False
233740,1,KODEX 코스닥150 레버리지,16205,2,125,0.78,16339.0,47.5906,16490755,263501,11651,국내 시장지수,KODEX,False,True,False
305720,2,KODEX 2차전지산업,20175,2,325,1.64,20250.0,74.4288,4103690,82498,10390,국내 업종/테마,KODEX,False,False,False
152100,1,ARIRANG 200,43450,2,360,0.84,43534.0,40.1574,130861,5679,8581,국내 시장지수,ARIRANG,False,False,False
292150,2,TIGER TOP10,15440,2,185,1.21,15436.0,48.3228,878431,13482,8376,국내 업종/테마,TIGER,False,False,False
139260,2,TIGER 200 IT,40980,2,425,1.05,40976.0,58.9768,433317,17640,8171,국내 업종/테마,TIGER,False,False,False
214980,6,KODEX 단기채권PLUS,102950,2,10,0.01,102944.0,0.1605,4787,492,8146,채권,KODEX,False,False,False
105190,1,KINDEX 200,43425,2,385,0.89,43485.0,40.1497,284592,12286,7708,국내 시장지수,KINDEX,False,False,False
364980,2,TIGER KRX2차전지K-뉴딜,18515,2,255,1.4,18514.0,87.0901,2648744,48749,7600,국내 업종/테마,TIGER,False,False,False
305540,2,TIGER 2차전지테마,18315,2,290,1.61,18387.0,69.1694,2867117,52278,6969,국내 업종/테마,TIGER,False,False,False
157450,6,TIGER 단기통안채,100065,2,5,0.0,100062.0,0.115,5066,506,6632,채권,TIGER,False,False,False
069660,1,KOSEF 200,43290,2,375,0.87,43357.0,40.1306,177623,7657,6580,국내 시장지수,KOSEF,False,False,False
293180,1,HANARO 200,43130,2,345,0.81,43200.0,40.0124,55121,2370,6426,국내 시장지수,HANARO,False,False,False
133690,4,TIGER 미국나스닥100,67650,2,1040,1.56,,18.4493,118273,7975,6359,해외 주식,TIGER,False,False,False
294400,1,KOSEF 200TR,50440,2,415,0.83,50525.0,40.2242,18814,946,4767,국내 시장지수,KOSEF,False,False,False
295040,1,SMART 200TR,14435,2,110,0.77,14467.0,40.3723,26535,381,4612,국내 시장지수,SMART,False,False,False
332940,1,HANARO MSCI Korea TR,17500,2,205,1.19,17505.0,40.4955,55,0,4463,국내 시장지수,HANARO,False,False,False
357870,7,TIGER CD금리투자KIS(합성),50195,3,0,0.0,50197.0,0.1496,13,0,4397,기타,TIGER,False,False,False
371460,4,TIGER 차이나전기차SOLACTIVE,13660,2,210,1.56,,,2183188,29844,4393,해외 주식,TIGER,False,False,False
364960,2,TIGER KRX BBIG K-뉴딜,13885,2,105,0.76,13931.0,42.4289,1452332,20077,4277,국내 업종/테마,TIGER,False,False,False
251340,3,KODEX 코스닥150선물인버스,4440,5,-15,-0.34,4453.0,-20.5883,55943952,250588,4245,국내 파생,KODEX,True,False,False
261220,5,KODEX WTI원유선물(H),8215,2,105,1.29,,52.0149,1846418,15192,4025,원자재,KODEX,False,False,True
315930,2,KODEX Top5PlusTR,19445,2,175,0.91,19430.0,39.2844,9133,176,4006,국내 업종/테마,KODEX,False,False,False
226490,1,KODEX 코스피,31925,2,405,1.28,31927.0,36.6276,171220,5436,3863,국내 시장지수,KODEX,False,False,False
229200,1,KODEX 코스닥 150,15090,2,75,0.5,15192.0,22.3716,2836019,42442,3840,국내 시장지수,KODEX,False,False,False
314250,4,KODEX 미국FANG플러스(H),27280,2,480,1.79,,25.0583,340070,9245,3819,해외 주식,KODEX,False,False,True
251350,4,KODEX 선진국MSCI World,16945,2,150,0.89,,16.6724,18646,315,3796,해외 주식,KODEX,False,False,False
091180,2,KODEX 자동차,26230,2,1220,4.88,26246.0,58.8945,2994541,78317,3685,국내 업종/테마,KODEX,False,False,False
192090,4,TIGER 차이나CSI300,12470,2,10,0.08,,16.8307,579804,7238,3566,해외 주식,TIGER,False,False,False
332500,1,KINDEX 200TR,25880,2,230,0.9,25902.0,40.2022,25954,667,3416,국내 시장지수,KINDEX,False,False,False
232080,1,TIGER 코스닥150,15160,2,65,0.43,15270.0,22.1772,121785,1833,2532,국내 시장지수,TIGER,False,False,False
132030,5,KODEX 골드선물(H),12565,5,-125,-0.99,,-2.1966,218169,2743,2463,원자재,KODEX,False,False,True
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),18030,2,205,1.15,,24.6939,146328,2627,2452,해외 주식,TIGER,False,False,True
148070,6,KOSEF 국고채10년,122485,5,-50,-0.04,122467.0,-0.7252,6511,797,2450,채권,KOSEF,False,False,False
290130,2,KBSTAR ESG사회책임투자,14340,2,175,1.24,14336.0,44.3934,691445,9881,2330,국내 업종/테마,KBSTAR,False,False,False
168580,4,KINDEX 중국본토CSI300,33380,2,185,0.56,,17.7545,13784,459,2170,해외 주식,KINDEX,False,False,False
091170,2,KODEX 은행,6110,5,-25,-0.41,6145.0,6.8815,506740,3114,2145,국내 업종/테마,KODEX,False,False,False
278240,1,KBSTAR 코스닥150선물레버리지,16290,2,80,0.49,16279.0,48.9889,138450,2230,2110,국내 시장지수,KBSTAR,False,True,False
306540,6,HANARO 단기통안채,102920,3,0,0.0,102931.0,0.1118,0,0,2047,채권,HANARO,False,False,False
245710,4,KINDEX 베트남VN30(합성),15590,2,540,3.59,,17.3489,309226,4773,2042,해외 주식,KINDEX,False,False,False
367770,2,KBSTAR Fn수소경제테마,13840,2,270,1.99,13838.0,36.3134,1423245,19644,1861,국내 업종/테마,KBSTAR,False,False,False
328370,1,ARIRANG 코스피TR,15680,2,240,1.55,15679.0,37.0008,15674,243,1850,국내 시장지수,ARIRANG,False,False,False
302450,1,KBSTAR 코스피,32020,2,340,1.07,32013.0,37.5895,82,2,1841,국내 시장지수,KBSTAR,False,False,False
270810,1,KBSTAR 코스닥150,14845,2,100,0.68,14951.0,21.2582,14403,211,1820,국내 시장지수,KBSTAR,False,False,False
